"tconst","ordering","nconst","category","job","characters","primaryName","birthYear","deathYear","primaryProfession","knownForTitles","castType"
"tt0844581","800","nm0675225","actor","","[""Pub Landlord""]","Morris Perry","1925","2021","acting","","guest"
"tt0844581","1535","nm0753229","actor","","[""James Taylor""]","Joseph Rye","","","acting","","guest"
"tt0844581","1536","nm0870564","actress","","[""Hilary King""]","Susan Tracy","1945","","acting","","guest"
"tt0844581","1537","nm0599778","actress","","[""Sophie Baxter""]","Flora Montgomery","1974","","acting","","guest"
"tt0844581","1538","nm1469243","actor","","[""David Monroe""]","Tim Delap","","","acting","","guest"
"tt0844581","1539","nm0377788","actor","","[""Photographer""]","David Henry","","2023","acting","","guest"
"tt0844581","1540","nm1302113","actor","","[""Hamlet""]","Oliver Ryan","","","acting","","guest"
"tt0844581","1541","nm2346983","actor","","[""Alan King""]","David Firth","1983","","directing","","guest"
"tt0863859","0","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","acting","","regular"
"tt0863859","4","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","acting","","regular"
"tt0863859","6","nm0400673","actor","","[""DS Ben Jones""]","Jason Hughes","1971","","acting","","regular"
"tt0863859","8","nm0397452","actress","","[""Cully Barnaby""]","Laura Howard","1977","","acting","","regular"
"tt0863859","10","nm0413289","actor","","[""Doctor George Bullard""]","Barry Jackson","1938","2013","acting","","regular"
"tt0863859","12","nm1415407","actress","","[""WPC/DC Gail Stephens""]","Kirsty Dillon","","","acting","","regular"
"tt0863859","528","nm0029617","actor","","[""Nicky Harding""]","Michael Angelis","1944","2020","acting","","guest"
"tt0863859","580","nm0181920","actor","","[""Jack 'Axeman' McKinley""]","James Cosmo","1948","","acting","","guest"
"tt0863859","720","nm0535053","actor","","[""D.I. Owen Jenkins""]","Philip Madoc","1934","2012","acting","","guest"
"tt0863859","756","nm0205289","actor","","[""Gary Cooper""]","Phil Davis","1953","","acting","","guest"
"tt0863859","791","nm2484725","actress","","[""Willow McKinley""]","Fiona Button","1986","","acting","","guest"
"tt0863859","801","nm0889338","actor","","[""Desmond Harcourt""]","Rupert Vansittart","1958","","acting","","guest"
"tt0863859","1542","nm0483070","actress","","[""Ingrid Peterson""]","Annie Lambert","1946","","acting","","guest"
"tt0863859","1543","nm0395257","actor","","[""James Hobson""]","David Horovitch","1945","","acting","","guest"
"tt0863859","1544","nm0203915","actress","","[""Jeannie Harding""]","Rachel Davies","","","acting","","guest"
"tt0863859","1545","nm0703001","actress","","[""Mimi Clifton""]","Suzi Quatro","1950","","acting","","guest"
"tt0863859","1546","nm0915948","actress","","[""Serena Stanton""]","Robin Weaver","","","acting","","guest"
"tt0863859","1547","nm0085996","actress","","[""Finola Harcourt""]","Tilly Blackwood","1965","","acting","","guest"
"tt0863859","1548","nm1486831","actor","","[""Simon Dixon""]","Sam Hazeldine","1972","","acting","","guest"
"tt0863859","1549","nm0558527","actor","","[""Cedric""]","Bryan Matheson","1920","2017","acting","","guest"
"tt0837687","0","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","acting","","regular"
"tt0837687","4","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","acting","","regular"
"tt0837687","6","nm0400673","actor","","[""DS Ben Jones""]","Jason Hughes","1971","","acting","","regular"
"tt0837687","8","nm0397452","actress","","[""Cully Barnaby""]","Laura Howard","1977","","acting","","regular"
"tt0837687","10","nm0413289","actor","","[""Doctor George Bullard""]","Barry Jackson","1938","2013","acting","","regular"
"tt0837687","12","nm1415407","actress","","[""WPC/DC Gail Stephens""]","Kirsty Dillon","","","acting","","regular"
"tt0837687","525","nm0170789","actress","","[""Dorothy Hutton""]","Stephanie Cole","1941","","acting","","guest"
"tt0837687","575","nm0858848","actor","","[""Huw Mostyn""]","Gareth Thomas","1945","2016","acting","","guest"
"tt0837687","625","nm0262665","actor","","[""David Mostyn""]","Daniel Evans","1973","","acting","","guest"
"tt0837687","834","nm0851956","actress","","[""Kath Bullard""]","Alwyne Taylor","","","acting","","guest"
"tt0837687","1548","nm1486831","actor","","[""Simon Dixon""]","Sam Hazeldine","1972","","acting","","guest"
"tt0837687","1550","nm0605028","actress","","[""Delyth Mostyn""]","Sharon Morgan","1949","","acting","","guest"
"tt0837687","1551","nm0947379","actor","","[""James Kirkwood""]","David Yelland","1947","","acting","","guest"
"tt0837687","1552","nm1084508","actor","","[""Alan Delaney""]","Simon Wilson","","","acting","","guest"
"tt0837687","1553","nm1425384","actress","","[""Megan Mostyn""]","Jenny Livsey","","","acting","","guest"
"tt0837687","1554","nm0859647","actor","","[""Bryn Williams""]","William Thomas","","","acting","","guest"
"tt0837687","1555","nm0174203","actress","","[""Harriet Tidyman""]","Elizabeth Conboy","","","acting","","guest"
"tt0837687","1556","nm0509965","actor","","[""Jason Slater""]","John Lightbody","","","acting","","guest"
"tt0908628","0","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","acting","","regular"
"tt0908628","4","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","acting","","regular"
"tt0908628","6","nm0400673","actor","","[""DS Ben Jones""]","Jason Hughes","1971","","acting","","regular"
"tt0908628","8","nm0397452","actress","","[""Cully Barnaby""]","Laura Howard","1977","","acting","","regular"
"tt0908628","10","nm0413289","actor","","[""Doctor George Bullard""]","Barry Jackson","1938","2013","acting","","regular"
"tt0908628","12","nm1415407","actress","","[""WPC/DC Gail Stephens""]","Kirsty Dillon","","","acting","","regular"
"tt0908628","576","nm0267622","actress","","[""Sonia Madrigal""]","Lynn Farleigh","1942","","acting","","guest"
"tt0908628","601","nm0264235","actor","","[""Headley Madrigal""]","Peter Eyre","1942","","acting","","guest"
"tt0908628","670","nm0323809","actress","","[""Marion Bell""]","Liza Goddard","1950","","acting","","guest"
"tt0908628","718","nm0513201","actor","","[""Martin Spellman""]","Richard Lintern","1962","","acting","","guest"
"tt0908628","907","nm0030971","actor","","[""Lionel Bell""]","Nigel Anthony","1941","","acting","","guest"
"tt0908628","1047","nm0769083","actor","","[""Eddie Carfax""]","Adrian Scarborough","1968","","acting","","guest"
"tt0908628","1557","nm0862907","actor","","[""Steve Bright""]","Andrew Tiernan","1965","","acting","","guest"
"tt0908628","1558","nm1936790","actor","","[""Seb Madrigal""]","Martin Hutson","","","acting","","guest"
"tt0908628","1559","nm1402751","actress","","[""Philomena Bell""]","Montserrat Lombard","1977","","acting","","guest"
"tt0908628","1560","nm0873844","actress","","[""Imogen""]","Caroline Trowbridge","","","acting","","guest"
"tt0908628","1561","nm0669667","actor","","[""Adam Knox""]","Ian Peck","","","acting","","guest"
"tt0908628","1562","nm0231286","actor","","[""Maitre d' Hôtel""]","François Domange","","","acting","","guest"
"tt0908628","1563","nm0706079","actor","","[""Hotel Manager""]","Malcolm Raeburn","1952","","acting","","guest"
"tt0908628","1564","nm0604655","actor","","[""Middle Aged Woman""]","Francine Morgan","","","acting","","guest"
"tt0908628","1565","nm2213325","actor","","[""Lee Peters""]","Michael Geary","","","acting","","guest"
"tt0961800","0","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","acting","","regular"
"tt0961800","4","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","acting","","regular"
"tt0961800","6","nm0400673","actor","","[""DS Ben Jones""]","Jason Hughes","1971","","acting","","regular"
"tt0961800","8","nm0397452","actress","","[""Cully Barnaby""]","Laura Howard","1977","","acting","","regular"
"tt0961800","10","nm0413289","actor","","[""Doctor George Bullard""]","Barry Jackson","1938","2013","acting","","regular"
"tt0961800","12","nm1415407","actress","","[""WPC/DC Gail Stephens""]","Kirsty Dillon","","","acting","","regular"
"tt0961800","547","nm0378237","actor","","[""Terence Charteris""]","Nicky Henson","1945","2019","acting","","guest"
"tt0961800","579","nm0357838","actress","","[""Leonie Charteris""]","Emily Hamilton","","","acting","","guest"
"tt0961800","627","nm1240908","actor","","[""Danny Twyman""]","Kieran Bew","1980","","acting","","guest"
"tt0961800","844","nm0057595","actor","","[""Raymond Clandillon""]","Desmond Barrit","1944","","acting","","guest"
"tt0961800","1566","nm0572938","actress","","[""Gwen Morrison""]","Marian McLoughlin","1952","","acting","","guest"
"tt0961800","1567","nm0394037","actor","","[""Neville Hayward""]","Richard Hope","1953","","acting","","guest"
"tt0961800","1568","nm1400930","actor","","[""Jed Norris""]","Jonathan Moore","1963","","acting","","guest"
"tt0961800","1569","nm0898377","actor","","[""Nick Cheyney""]","Jay Villiers","1961","","acting","","guest"
"tt0961800","1570","nm0597074","actress","","[""Diane Charteris""]","Fiona Mollison","1954","","acting","","guest"
"tt0961800","1571","nm0550624","actor","","[""Jack Braxton""]","Matthew Marsh","1954","","acting","","guest"
"tt0961800","1572","nt2557217","actor","","[""Freddie Greenaway""]","Paul Grunert","","","acting","","guest"
"tt0961800","1573","nt3201702","actor","","[""Assistant Director""]","Mark Webb","","","acting","","guest"
"tt0961800","1574","nm0656177","actress","","[""Lady Blakeney""]","Gemma Page","","","acting","","guest"
"tt0961800","1575","nt1602881","actor","","[""Police Constable""]","Adam Farr","","","acting","","guest"
"tt0921508","0","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","acting","","regular"
"tt0921508","4","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","acting","","regular"
"tt0921508","6","nm0400673","actor","","[""DS Ben Jones""]","Jason Hughes","1971","","acting","","regular"
"tt0921508","8","nm0397452","actress","","[""Cully Barnaby""]","Laura Howard","1977","","acting","","regular"
"tt0921508","10","nm0413289","actor","","[""Doctor George Bullard""]","Barry Jackson","1938","2013","acting","","regular"
"tt0921508","12","nm1415407","actress","","[""WPC/DC Gail Stephens""]","Kirsty Dillon","","","acting","","regular"
"tt0921508","527","nm0677489","actor","","[""Lord Holm""]","Edward Petherbridge","1936","","acting","","guest"
"tt0921508","578","nm0237951","actor","","[""Tommy Crinney""]","Keith Drinkel","1944","","acting","","guest"
"tt0921508","626","nm0057368","actor","","[""Lionel Poulter""]","Chris Barrie","1960","","acting","","guest"
"tt0921508","671","nm0420979","actress","","[""Angie Walker""]","Sue Jenkins","1958","","acting","","guest"
"tt0921508","692","nm0383354","actress","","[""Gina Colby""]","Clare Higgins","1955","","acting","","guest"
"tt0921508","755","nm0265457","actor","","[""Ronnie Tyler""]","Christopher Fairbank","1953","","acting","","guest"
"tt0921508","790","nm0094015","actor","","[""Dr. Wyatt""]","Philip Bond","1934","2017","acting","","guest"
"tt0921508","965","nm0912941","actress","","[""Melissa Shrike""]","Marcia Warren","1943","","acting","","guest"
"tt0921508","1548","nm1486831","actor","","[""Simon Dixon""]","Sam Hazeldine","1972","","acting","","guest"
"tt0921508","1576","nm0231904","actor","","[""Jack Colby""]","Pip Donaghy","","","acting","","guest"
"tt0921508","1577","nm0365784","actor","","[""Eddie Marston""]","Nigel Harrison","1951","","acting","","guest"
"tt0921508","1578","nm0654267","actor","","[""Bob Walker""]","Sion Tudor Owen","","","acting","","guest"
"tt0921508","1579","nm0924346","actor","","[""Lenny Leigh""]","Martyn Whitby","1949","","acting","","guest"
"tt0921508","2354","nm2003877","actor","","[""Eddie Marston""]","Nigel Harrison","1957","","acting","","guest"
"tt1106669","0","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","acting","","regular"
"tt1106669","4","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","acting","","regular"
"tt1106669","6","nm0400673","actor","","[""DS Ben Jones""]","Jason Hughes","1971","","acting","","regular"
"tt1106669","8","nm0397452","actress","","[""Cully Barnaby""]","Laura Howard","1977","","acting","","regular"
"tt1106669","10","nm0413289","actor","","[""Doctor George Bullard""]","Barry Jackson","1938","2013","acting","","regular"
"tt1106669","12","nm1415407","actress","","[""WPC/DC Gail Stephens""]","Kirsty Dillon","","","acting","","regular"
"tt1106669","941","nm0094039","actress","","[""Arabella Hammond""]","Samantha Bond","1961","","acting","","guest"
"tt1106669","942","nm0170552","actor","","[""Lionel Hicks""]","George Cole","1925","2015","acting","","guest"
"tt1106669","1059","nm0135682","actor","","[""Dave Hicks""]","Brian Capron","1947","","acting","","guest"
"tt1106669","1080","nm0604502","actor","","[""Martin Chadwick""]","Robert Morgan","","","acting","","guest"
"tt1106669","1580","nm0801786","actor","","[""Colonel Henry Hammond""]","Donald Sinden","1923","2014","acting","","guest"
"tt1106669","1581","nm0801674","actor","","[""Johnny Hammond""]","Malcolm Sinclair","1950","","acting","","guest"
"tt1106669","1582","nm0524099","actress","","[""Sophie Hammond""]","Charlotte Lucas","1979","","acting","","guest"
"tt1106669","1583","nm1966892","actor","","[""Kate Hammond""]","Charlie Covell","1984","","acting","","guest"
"tt1106669","1584","nm0186603","actress","","[""Judy Hicks""]","Gemma Craven","1950","","acting","","guest"
"tt1106669","1585","nm0406488","actor","","[""Danny Hicks""]","Grant Ibbs","","","acting","","guest"
"tt1106669","1586","nm0363990","actor","","[""Will Hicks""]","Tom Harper","","","acting","","guest"
"tt1106669","1587","nm0404371","actor","","[""Mickey Ryan""]","Lloyd Hutchinson","","","acting","","guest"
"tt1106669","1588","nm0039245","actress","","[""Biddy Dixon""]","Marcia Ashton","1932","","acting","","guest"
"tt1106669","1589","nm0781476","actor","","[""Dr. Tibbs""]","Graham Seed","1950","","acting","","guest"
"tt1106214","0","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","acting","","regular"
"tt1106214","4","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","acting","","regular"
"tt1106214","6","nm0400673","actor","","[""DS Ben Jones""]","Jason Hughes","1971","","acting","","regular"
"tt1106214","8","nm0397452","actress","","[""Cully Barnaby""]","Laura Howard","1977","","acting","","regular"
"tt1106214","10","nm0413289","actor","","[""Doctor George Bullard""]","Barry Jackson","1938","2013","acting","","regular"
"tt1106214","12","nm1415407","actress","","[""WPC/DC Gail Stephens""]","Kirsty Dillon","","","acting","","regular"
"tt1106214","534","nm0731658","actress","","[""Mary Cooper""]","Veronica Roberts","","","acting","","guest"
"tt1106214","586","nm0220457","actress","","[""Beth Porteous""]","Elisabeth Dermot Walsh","","","acting","","guest"
"tt1106214","634","nm0249876","actor","","[""Ned Fitzroy""]","Charles Edwards","1969","","acting","","guest"
"tt1106214","1548","nm1486831","actor","","[""Simon Dixon""]","Sam Hazeldine","1972","","acting","","guest"
"tt1106214","1590","nm0143401","actor","","[""Gavin Troy""]","Daniel Casey","1972","","acting","","guest"
"tt1106214","1591","nm0880824","actor","","[""Harry Fitzroy""]","Mark Umbers","1973","","acting","","guest"
"tt1106214","1592","nm0921052","actor","","[""Robin Lawson""]","Martin Wenner","","","acting","","guest"
"tt1106214","1593","nm0657891","actor","","[""Marcus Fitzroy""]","Nicholas Palliser","1963","","acting","","guest"
"tt1106214","1594","nm1861862","actor","","[""Randall Colquhoun""]","Simon Paisley Day","1967","","acting","","guest"
